,Nom,police-FR,osm_original_geom,geometry,numero_hab,rue,code_postal,ville,Adresse_full,type
2244,,police_municipale,"SRID=3857;POLYGON((261819.757670634 6220001.76022429,261826.670611012 6219997.51191147,261828.195688036 6219997.93337098,261829.063980064 6219998.21996346,261830.199438871 6219998.97859066,261831.880363182 6220000.07438562,261833.216197071 6220001.27133104,261834.730142146 6220002.95716995,261835.821073156 6220004.55871723,261837.1012473 6220006.53114955,261837.746900346 6220008.46986553,261838.459345087 6220010.40858195,261838.804435509 6220012.26300677,261838.893491102 6220013.96570628,261838.79330356 6220015.48296355,261835.130892313 6220017.59026577,261830.978675306 6220020.38876392,261819.757670634 6220001.76022429))",POINT (2.352061100683196 48.67567404453301),,,,,,police
2273,,police_municipale,,POINT (2.172395199999984 48.79969549974201),3,Rue Henri Welschinger,78220,Viroflay,,police
2274,,police,,POINT (2.410599199999977 48.65755189977724),,,,,,police
2275,Commissariat de police de Ivry-sur-Seine,police,,POINT (2.391219600000042 48.8138943997385),,Place Marcel Cachin,,,,police
2277,Brigade de gendarmerie de Septeuil,gendarmerie,"SRID=3857;POLYGON((187791.261021843 6256475.69647159,187798.151698323 6256449.30098412,187799.676775347 6256449.62267334,187800.077525514 6256448.01422737,187822.875757228 6256454.10939264,187814.081517455 6256489.57995538,187799.888282379 6256486.27839315,187800.222240852 6256483.26466054,187792.75270302 6256481.41917313,187793.71005064 6256476.39064524,187791.261021843 6256475.69647159))",POINT (1.687097065069742 48.89148193160251),,,,,,police
2291,,police_municipale,,POINT (2.456375900000008 48.70677889976506),,,,,,police
2293,Commissariat de police de Melun Val de Seine,police,,POINT (2.660558100000005 48.54316179980556),,,,,,police
2297,Brigade de gendarmerie d'Auvers-sur-Oise,gendarmerie,"SRID=3857;POLYGON((240598.054848684 6287709.91018177,240605.925136683 6287698.69432144,240603.398184242 6287696.87599397,240607.105123286 6287691.89683758,240609.465096491 6287693.64718915,240621.187038871 6287676.68748726,240641.246811112 6287690.86022177,240638.051941726 6287695.48250963,240636.749503684 6287694.64981788,240635.3468781 6287696.60409457,240637.250441393 6287698.04856024,240633.087092437 6287703.57151948,240619.083100495 6287693.7831388,240616.222189582 6287698.35444711,240618.18141262 6287699.76492564,240610.667346991 6287710.25005656,240613.784292733 6287712.66316795,240609.732263268 6287718.32208681,240598.054848684 6287709.91018177))",POINT (2.161516760407687 49.07558334810749),,,,,,police
2306,Gendarmerie - Peloton d'autoroute de Saint-Arnoult-en-Yvelines,gendarmerie,,POINT (1.931953800000001 48.55277989980313),,,,,,police
2307,Commissariat de police du 11e arrondissement,police,,POINT (2.378399699999958 48.85429849972844),12-14,Passage Charles Dallery,75011,,,police
2325,,police_municipale,,POINT (2.764165300000033 48.85730349972774),,,,,,police
2331,Brigade motorisée de Palaiseau,gendarmerie,,POINT (2.248248700000006 48.71086839976405),,,,,,police
2342,,police_municipale,,POINT (2.631796900000037 48.83796009973252),,,,,,police
2343,,police_municipale,,POINT (2.186540199999977 48.92437399971107),,Place Michelet,,Houilles,,police
2347,,police_municipale,,POINT (2.456594500000032 48.58792099979448),,Avenue du 8 Mai 1945,91100,Villabé,,police
2354,Brigade de gendarmerie de Mennecy,gendarmerie,"SRID=3857;POLYGON((270434.784195075 6201165.70084414,270437.121904381 6201161.66378758,270436.676626418 6201161.49557693,270436.231348455 6201160.65452374,270436.120028964 6201159.64526002,270436.565306927 6201158.80420701,270436.676626418 6201158.80420701,270437.901140817 6201158.29957525,270439.348294197 6201158.13136466,270443.021837393 6201152.07578593,270448.921770405 6201155.77641687,270452.817952583 6201149.38441899,270459.163163558 6201138.95538013,270483.764771024 6201154.0943117,270472.632821944 6201172.76569773,270456.157537307 6201162.67305154,270453.597189019 6201167.04653009,270458.04996865 6201169.73790262,270453.819828 6201177.13918146,270434.784195075 6201165.70084414))",POINT (2.429580687726182 48.56373947749218),,Avenue de Villeroy,91540,Mennecy,,police
2356,,police_municipale,,POINT (2.077557200000007 48.64513279978033),,,,,,police
2360,Commissariat de police de Gonesse,police,"SRID=3857;POLYGON((272542.618753245 6272275.37144589,272546.514935423 6272262.98867156,272554.307299779 6272238.22317731,272566.441124275 6272242.29421247,272584.02960382 6272247.89188903,272574.456127612 6272277.57659939,272572.118418306 6272284.87057275,272549.631881165 6272277.74622661,272542.618753245 6272275.37144589))",POINT (2.448477323655432 48.98467589227735),,,,,,police
2361,,police_municipale,,POINT (2.614846100000024 48.84384669973106),1,Place Gaston-Defferre,77186,Noisiel,,police
2364,Commissariat de police du Vésinet,police,"SRID=3857;POLYGON((238634.924496596 6256692.85708272,238640.824429608 6256686.76174555,238639.822554191 6256685.74585644,238651.956378687 6256673.04725294,238653.069573595 6256674.06314052,238659.748743043 6256667.29055896,238669.21089976 6256676.26423069,238669.099580269 6256679.65052439,238665.648676055 6256683.03681943,238662.309091331 6256682.69818986,238650.509225307 6256695.05817778,238651.177142252 6256696.07406801,238651.622420215 6256696.75132822,238651.399781233 6256697.76721865,238650.509225307 6256698.61379409,238649.50734989 6256698.78310919,238648.616793963 6256698.44447899,238647.726238037 6256697.93653373,238644.052694841 6256701.83078156,238634.924496596 6256692.85708272))",POINT (2.143848426185672 48.8927583755443),32,Boulevard Carnot,78110,Le Vésinet,,police
2366,,police_municipale,,POINT (2.320041200000042 49.04489769968124),,Rue Ferdinand de Lesseps,95570,Bouffémont,,police
2369,Gendarmerie - Brigade de Pontoise,gendarmerie,,POINT (2.086436700000017 49.03721379968312),,,,,,police
2391,Commissariat de police de Clamart,police,,POINT (2.26325770000004 48.80079409974173),1,Avenue Jean Jaurès,92140,Clamart,,police
2394,Brigade de gendarmerie d'Esbly,gendarmerie,,POINT (2.810190899999989 48.89801759971763),,,,,,police
2397,Brigade de gendarmerie de Saint-Germain-en-Laye,gendarmerie,,POINT (2.079448799999966 48.89197389971915),3,Rue du Panorama,78100,Saint-Germain-en-Laye,,police
2401,,police_municipale,,POINT (2.315806000000021 48.77943469974701),,,,,,police
2407,Commissariat de police de Savigny-le-Temple,police,"SRID=3857;POLYGON((287521.99207337 6206536.51432506,287536.686246155 6206532.81135232,287536.686246155 6206532.47471851,287540.025830878 6206530.79154968,287538.467358007 6206527.93016344,287544.812568982 6206524.73214466,287546.259722363 6206527.59352983,287549.599307086 6206526.07867874,287549.710626577 6206526.41531229,287563.068965473 6206515.13809554,287582.438556871 6206520.52422705,287578.876333165 6206533.31630305,287566.408550196 6206529.78164855,287551.603057921 6206540.72225059,287553.606808755 6206546.27671547,287551.937016393 6206546.61334983,287547.706875743 6206561.59359198,287553.940767227 6206563.44508442,287551.825696902 6206571.35601118,287537.910760553 6206567.65302327,287541.806942731 6206554.01930894,287523.661865732 6206548.80147344,287521.99207337 6206536.51432506))",POINT (2.583101693235513 48.59571356331193),,,,,,police
2423,Brigade de gendarmerie de Domont,gendarmerie,"SRID=3857;POLYGON((260011.58404973 6281923.38423461,260012.474605656 6281919.8010129,260025.020312269 6281897.99603774,260078.464799799 6281809.62193292,260104.435637001 6281822.46023509,260204.166768802 6281877.9912113,260296.428362772 6281930.24500459,260315.831350017 6281941.28338383,260312.547425039 6281946.97240029,260287.767706388 6281981.00468631,260280.899293806 6281988.76556116,260269.555837694 6281993.843249,260259.403500134 6281995.33768614,260251.043406375 6281995.33768614,260243.874431168 6281997.42650212,260240.000512889 6282001.60413565,260231.729474723 6282014.64651701,260224.170881298 6282025.78690037,260214.619668988 6282041.92010355,260206.84956853 6282042.80318503,260202.975650251 6282049.08665211,260162.366300009 6282024.00375875,260079.956480975 6281971.44370588,260016.960781135 6281930.83937849,260012.474605656 6281927.25615362,260011.58404973 6281923.38423461))",POINT (2.337018101396308 49.04164556881715),,,,,,police
2448,Commissariat de police de Drancy,police,,POINT (2.444653300000037 48.92184109971172),,,,,,police
2455,Commissariat de police du 16e arrondissement,police,,POINT (2.268804999999972 48.85423099972844),,,,,,police
2457,,police,,POINT (2.189732599999991 48.78279289974621),,,,,,police
2458,Commissariat de police de Fontenay-Le-Fleury,police,,POINT (2.046530599999976 48.81090949973922),3,Avenue Jean Lurçat,78330,Fontenay-le-Fleury,,police
2485,Gendarmerie - Brigade de Chelles,gendarmerie,,POINT (2.600396499999992 48.87846709972246),17,Avenue du Gendarme Castermant,77500,Chelles,,police
2503,Brigade de gendarmerie d’Orsay,gendarmerie,"SRID=3857;POLYGON((242591.219199389 6225545.34307197,242591.44183837 6225539.01704985,242593.935394964 6225538.93270292,242594.124638098 6225532.48859997,242599.846459925 6225532.47173059,242599.868723823 6225530.68357724,242597.631202058 6225528.00134792,242601.304745255 6225523.93583214,242606.247330646 6225527.19161848,242605.768656835 6225546.79384037,242608.529380207 6225546.74323217,242608.429192665 6225556.22384104,242605.924504123 6225560.89667172,242594.848214789 6225555.65028077,242596.106125035 6225551.17988589,242593.534644797 6225550.96058356,242593.590304543 6225545.73106814,242591.219199389 6225545.34307197))",POINT (2.179319295102714 48.7084977057762),,,,,,police
2510,Commissariat de police de Les Ulis,police,,POINT (2.170076099999973 48.68439999977058),,,,,,police
2522,Commissariat de police du 17e arrondissement,police,"SRID=3857;POLYGON((258471.734929434 6255379.4641349,258491.24923617 6255356.37318557,258514.45935 6255375.7736417,258525.090361371 6255384.50894013,258513.780301106 6255398.35677665,258504.151165153 6255410.13930576,258490.247360753 6255397.03632183,258471.734929434 6255379.4641349))",POINT (2.322129415719261 48.88507152157934),,,,,,police
2555,,police_municipale,"SRID=3857;POLYGON((367876.964627077 6238118.1036781,367877.766127411 6238116.431131,367889.14297937 6238091.47811909,367901.10982463 6238097.13773282,367893.37312002 6238114.8599507,367887.606770397 6238112.44405037,367885.747734901 6238116.98864666,367893.907453576 6238120.89125732,367891.959362487 6238125.01349736,367876.964627077 6238118.1036781))",POINT (3.30480479758599 48.78292076738143),,Rue du Champ de Foire,77320,La Ferté-Gaucher,,police
2559,Brigade de gendarmerie de Rebais,gendarmerie,"SRID=3857;POLYGON((360714.178783679 6249458.29205399,360718.976653732 6249458.34280511,360718.932125935 6249456.09283926,360723.841315479 6249456.19434147,360723.930371072 6249458.39355622,360729.607665102 6249458.24130287,360730.008415269 6249483.98907454,360727.603914268 6249483.87065491,360727.425803083 6249490.82358161,360730.153130607 6249490.87433292,360730.153130607 6249504.96629197,360714.445950456 6249504.83095492,360714.178783679 6249458.29205399))",POINT (3.240420526298495 48.85019765575258),,,,,,police
2562,Brigade de gendarmerie de Noisy-le-Roi,gendarmerie,,POINT (2.057975100000033 48.84780979973006),102,Rue André Le Bourblanc,78590,Noisy-le-Roi,,police
2579,,police_municipale,,POINT (2.062281999999966 49.06595939967602),,,,,,police
2582,Commissariat de police de Sainte-Geneviève-des-Bois,police,"SRID=3857;POLYGON((260160.440472819 6212480.6861125,260164.78193296 6212476.47524577,260180.366661671 6212461.48457716,260199.068336124 6212445.14646283,260205.079588627 6212451.88382576,260186.489233664 6212468.55882197,260205.970144553 6212489.44472197,260225.11709697 6212509.9938027,260205.302227608 6212528.69014064,260195.172153946 6212517.9102651,260175.134645603 6212496.51899006,260160.440472819 6212480.6861125))",POINT (2.337350885751734 48.63106366630304),,,,Sainte-Geneviève-des-Bois,,police
2583,,police_municipale,,POINT (2.170520000000034 48.68103709977144),,,,,,police
2590,,police_municipale,,POINT (2.118378999999963 48.83587149973302),,,,,,police
2607,,police_municipale,,POINT (2.173788200000029 48.73120799975898),,,,,,police
2638,,police_municipale,,POINT (2.337212599999973 48.79390039974345),22,,,,,police
2641,,,"SRID=3857;POLYGON((264044.800520661 6229665.79960156,264048.841418177 6229651.0654778,264096.875778454 6229664.24686337,264092.834880938 6229678.98101001,264044.800520661 6229665.79960156))",POINT (2.372188700051585 48.73292359980295),,,,,,police
2642,,police_municipale,"SRID=3857;POLYGON((250408.251954078 6227335.45935762,250411.413427616 6227325.48744607,250433.399027048 6227315.75176709,250444.62003172 6227327.4109611,250442.716468427 6227328.23773523,250441.759120806 6227328.6595588,250446.456803318 6227339.28951966,250430.026046477 6227346.35929464,250425.662322438 6227336.01616521,250411.580406852 6227342.57974833,250408.251954078 6227335.45935762))",POINT (2.249631967681817 48.71909407639769),,,,,,police
2645,Commissariat de police du 17e arrondissement,police,,POINT (2.322376000000004 48.88416899972106),,,,,,police
2656,,police,,POINT (2.227166099999991 49.02408569968636),,,,,,police
2661,,police_municipale,,POINT (2.510040699999982 48.63923109978175),,,,,,police
2674,Commissariat de police de Paris 9ème arrondissement,police,,POINT (2.339787899999974 48.87348319972368),,,,,,police
2686,Commissariat de police Javel-Grenelle,police,,POINT (2.27683340000002 48.84333369973115),34,Rue Balard,75015,Paris,,police
2691,,,"SRID=3857;POLYGON((261141.844235601 6250140.90514786,261159.688749975 6250130.88945982,261160.033840397 6250131.49852159,261200.665454536 6250108.98018352,261250.425266921 6250081.40333715,261250.135836245 6250080.84503383,261255.824262225 6250077.69823396,261269.104677476 6250070.37262375,261271.10842831 6250070.77866202,261276.807986239 6250087.0371273,261276.19572904 6250087.34165661,261289.843498611 6250123.14084443,261290.322172421 6250122.97166077,261296.422480517 6250139.01028706,261293.183083335 6250140.22841181,261296.300029077 6250147.97704284,261298.047745082 6250147.33414305,261298.660002282 6250149.2966794,261301.520913195 6250156.25015235,261304.35956021 6250163.55891839,261302.500524714 6250164.23565631,261305.127664697 6250172.10273855,261308.422721624 6250170.93536459,261309.892138903 6250174.69126398,261314.589821414 6250186.7203043,261313.977564215 6250187.09251117,261327.168923874 6250220.77730015,261327.603069888 6250220.60811454,261333.62545434 6250236.54541415,261313.91077252 6250246.84884356,261313.55455015 6250246.37512239,261240.172741819 6250284.96656575,261240.373116902 6250285.52488253,261222.417283037 6250294.86400503,261222.049928718 6250294.18725667,261208.157256267 6250301.61457281,261187.340511488 6250262.41398237,261195.600417705 6250257.84594953,261203.236934774 6250271.88842869,261201.155260296 6250272.97122323,261200.064329286 6250272.8866299,261199.619051323 6250273.20808455,261205.986526196 6250285.18650872,261214.970009103 6250280.48311416,261212.843806829 6250276.40571307,261150.961301897 6250157.97583265,261150.56055173 6250157.87432203,261141.844235601 6250140.90514786),(261178.746646799 6250152.39275059,261233.437912626 6250256.84775009,261300.173947357 6250222.04619236,261290.22198488 6250195.67019208,261289.910290305 6250195.73786613,261283.887905854 6250180.37587162,261287.272018374 6250178.9208824,261284.366579664 6250171.2906523,261280.069647319 6250173.06709106,261277.186472508 6250165.38611089,261273.869151682 6250156.57160257,261278.12155623 6250154.77824884,261275.182721673 6250147.06344842,261271.921060593 6250148.31541117,261265.820752498 6250132.27676725,261266.433009697 6250132.03990987,261257.293679503 6250109.06477521,261178.746646799 6250152.39275059))",POINT (2.346751313193531 48.85436888134576),,,,,,police
2702,,police_municipale,"SRID=3857;POLYGON((278906.47574317 6223915.34210538,278926.257216684 6223902.11904631,278929.08473175 6223900.23003954,278934.906741118 6223912.32306329,278929.786044542 6223915.19030994,278931.834323173 6223919.47431556,278922.973291705 6223925.88346187,278920.37954757 6223927.3845521,278916.360913952 6223930.28553621,278916.27185836 6223930.15060669,278906.47574317 6223915.34210538))",POINT (2.505593304731445 48.69884539456923),25,Rue de la Gare,,,,police
2708,Commissariat de police du 15e arrondissement,police,"SRID=3857;POLYGON((256284.974852291 6247763.06992251,256291.87666072 6247756.59199571,256297.186600431 6247758.3848418,256313.483773883 6247763.86486426,256323.602715596 6247767.26450961,256329.925662673 6247789.01550667,256325.895897106 6247787.81463368,256322.511784586 6247786.91820748,256317.780706228 6247786.85055267,256315.799219291 6247787.30722261,256310.166453057 6247789.99650163,256306.103291643 6247793.3115889,256301.194102099 6247791.8062685,256296.518683486 6247796.18692075,256293.958335198 6247795.37506224,256284.974852291 6247763.06992251))",POINT (2.30243080678453 48.84011647422762),,,,,,police
2713,,,"SRID=3857;POLYGON((251927.239801799 6194168.16961862,251935.711215049 6194154.6566021,251951.195756218 6194164.45521767,251956.205133304 6194159.14413133,251949.102949791 6194149.79931657,251968.561596782 6194134.80729707,251981.853143982 6194146.87486227,251946.642789044 6194185.54833061,251927.239801799 6194168.16961862))",POINT (2.263347536901006 48.52211609071958),35,Rue de Verdun,91510,Lardy,,police
